recipeName,protein,carbs,fat,totalCalories,proteinRatio,carbRatio,fatRatio,healthIndex,highProtein,lowCarb,dietType_dash,dietType_keto,dietType_mediterranean,dietType_paleo,dietType_vegan,cuisineType_american,cuisineType_asian,cuisineType_british,cuisineType_caribbean,cuisineType_central europe,cuisineType_chinese,cuisineType_eastern europe,cuisineType_french,cuisineType_indian,cuisineType_italian,cuisineType_japanese,cuisineType_kosher,cuisineType_mediterranean,cuisineType_mexican,cuisineType_middle eastern,cuisineType_nordic,cuisineType_south american,cuisineType_south east asian,cuisineType_world
Fudgy Paleo Brownies,-0.21094971504684892,0.599943856101393,0.48350655093012374,2899.0,0.08870645050017248,0.3637806140048292,0.5475129354949984,0.00787030010348394,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Magic Wings recipes,2.645333069860858,-0.6657678422408286,1.1097643502245051,3671.86,0.3494250870131214,0.03089442407934943,0.6196804889075291,-0.06871885093658255,1,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Turkey Club Sandwich,-0.40439780633958056,-0.6034747508778173,-0.8004611788290606,523.84,0.3582773365913256,0.3049786194257788,0.33674404398289554,0.12845143555284055,1,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Easy Paleo Meatloaf,1.1444119838780467,-0.561085324285371,1.173815304847603,3281.0,0.22674794270039622,0.05829929899420908,0.7149527583053946,-0.12314172508381588,1,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Crepes,-0.751757965661417,-0.7327409845093511,-0.5583452940900872,569.0,0.11057996485061512,0.11184534270650263,0.7775746924428821,-0.15536028119507903,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Chocolate Pecan Pie recipes,-0.26028621731667057,2.233873352699066,1.666237733484514,5395.84,0.04437492586881746,0.42061291661724587,0.5350121575139367,0.02105399715336259,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Simple Crab Salad recipes,-0.012601384251020043,-0.7927747409524605,-0.7952191569673238,529.56,0.6201374726187778,0.03587884281290128,0.3439836845683209,0.09719767354029758,1,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chocolate Pecan Pie,-0.3177526623984492,1.8895937458568617,1.6609957116227771,5113.4400000000005,0.04278919866078413,0.3937779655183203,0.5634328358208954,0.001318095059294755,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Asian Meatballs recipes,0.9337016852448581,-0.5218697253185012,0.7601870173199248,2779.9799999999996,0.24039021863466647,0.07929553450024822,0.6803142468650853,-0.10025899466902637,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Blueberry French Toast Casserole,-0.05169193119618332,0.7422281623666479,-0.2652016027907684,2239.3100000000004,0.14038252854673983,0.5181953369564731,0.34142213449678693,0.14696625299757515,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Paleo Spanish Rice,-0.607646376638507,-0.47334781822917804,-0.6521283414602241,710.5899999999999,0.16138701642297248,0.3609957922289928,0.47761719134803476,0.049529264414078455,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Whole30® Sriracha,-0.7915167270842756,-0.35688448247708865,-0.9371632801921685,417.95,0.11637755712405791,0.8209594449096782,0.06266299796626391,0.3444981457112095,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Banana Cream Pie,-0.7281477207828568,0.34194932572401643,1.5310099507700197,3672.41,0.019442273602348323,0.23493019570254955,0.7456275306951021,-0.12388349884680631,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spicy Salmon Cucumber Bites recipes,-0.3718780350917523,-0.725801598683938,-0.3416204527439018,948.74,0.2101313320825516,0.07251723338322406,0.7173514345342243,-0.12315913738221218,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Blueberry French Toast Casserole recipes,-0.05169193119618332,0.7422281623666479,-0.2652016027907684,2239.3100000000004,0.14038252854673983,0.5181953369564731,0.34142213449678693,0.14696625299757515,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Paleo Honey Cake,0.04553327530845369,0.5708952642740821,1.1621026622502846,3715.17,0.09401454038442385,0.27804918752035573,0.6279362720952204,-0.04895684450509666,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Chocolate Pumpkin Pie recipes,-0.4363607321893296,1.4931342611026361,0.3722773995513936,3359.98,0.05244078833802582,0.5115387591592807,0.43602045250269345,0.08954160441431203,1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Creamy Alfredo,-0.7434052846902282,-0.6437124299274999,-0.21269947758180968,1018.0,0.06475442043222004,0.1275442043222004,0.8077013752455796,-0.1718664047151277,0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Blini recipes,-0.7543194544925815,-0.7495784090314777,-0.7702376465324837,322.73,0.1921110525826542,0.15839866141976264,0.6494902859975831,-0.07385430545657361,0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Tzimmes,-0.7475259406360147,0.4559381518019274,-0.9293821539911529,1046.7,0.06156491831470335,0.9052450558899398,0.033190025795356834,0.37061049011177993,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Paleo Pumpkin Bars,-0.4844721745833768,0.09084038748348384,0.005090149455041013,1896.5099999999998,0.0837960253307391,0.3564652967819838,0.5597386778872772,-0.00019667705416787085,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Fruitcake,-0.008703466464465195,0.6420643142509941,0.7173498699185435,3259.91,0.10116843716544323,0.3331134908632447,0.5657180719713122,-0.006119494096462813,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Chocolate Frosting,-0.7689088039222579,-0.36011210379123426,0.2697303468811652,1749.82,0.0324376221554217,0.1947171709090078,0.7728452069355705,-0.14423540707044147,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Crepes recipes,-0.6220129879089517,-0.766846183062157,-0.45424201617965576,704.6299999999999,0.15542909044463055,0.0543263840597193,0.7902445254956503,-0.1687140768914182,1,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Paleo Peach Crisp,-0.48614271077761456,-0.13579242245811077,-0.15970591282331312,1546.31,0.10238567945625392,0.32821361822661693,0.5694007023171292,-0.008819059567615833,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Paleo Pumpkin Bars,-0.5230058761304609,0.16346186705176124,-0.10015982073764544,1821.02,0.07966963569867437,0.40089620103019186,0.5194341632711338,0.028429122140338936,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Honey Cake,0.04553327530845369,0.5708952642740821,1.1623483820250538,3715.4399999999996,0.09400770837370541,0.2780289817625907,0.627963309863704,-0.04897508774196327,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Carrot Soup,-0.6243517385808844,-0.19039301635574152,0.06398098880799159,1701.8600000000001,0.06385954191296582,0.2743586428965955,0.6617818151904387,-0.06963322482460366,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Fruitcake recipes,0.03049844956031399,0.6431401880223759,0.7391370232813875,3298.7299999999996,0.1042461795903272,0.32943587380597994,0.566317946603693,-0.0068471805816177345,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Best Paleo Chili,1.223706768564532,-0.36683631486237106,0.900247288938208,3153.32,0.24496086664214226,0.1064655664505981,0.6485735669072596,-0.07849758349929598,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Perfect Paleo Pizza,0.4481324981197518,-0.41137748899758125,0.9709326774800666,2919.31,0.16917696304948773,0.10365463071753257,0.7271684062329797,-0.12593558066803456,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Grain-Free Cauliflower Fried Rice recipes,-0.508862003019248,-0.512133067687495,-0.5196853828597774,862.76,0.17404608465853771,0.26389725995641894,0.5620566553850433,-0.010844267235384092,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Chocolate Frosting recipes,-0.8459762070164262,-0.2148153509661104,1.2497427152511988,2907.03,0.010003336738870943,0.15437061193038942,0.8356260513307395,-0.1859385696054048,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Eggplant Lasagna,0.9904999158489416,0.18363450026517164,2.865432140948422,5638.25,0.12214428235711434,0.13214029175719416,0.7457154258856914,-0.13421522635569544,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Paleo Pecan Tart Crust,-0.7025328324712112,-0.6840576963543207,-0.043726179132384024,1188.35,0.06782513569234654,0.08401565195439055,0.848159212353263,-0.20049396221651872,1,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Shepherd’s Pie,1.1818319946289721,-0.047732154270503244,1.5016054843893394,4036.34,0.187645242967639,0.1419602907584594,0.6703944662739016,-0.08804065068849504,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Pie Crust recipes,-0.29893128794337054,-0.5869600884871053,0.21739203485538589,1692.4299999999998,0.13327582233829466,0.10165265328551255,0.7650715243761929,-0.1488776492971644,1,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Mug Cake recipes,-0.8102267324597382,-0.7131062881816317,-0.8586148588577045,232.66,0.1801770824378922,0.33628470729820337,0.4835382102639044,0.043505544571477706,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Flourless Chocolate Cake,0.006554097442906158,1.2488033276218096,1.6955602932736047,4791.42,0.06997508045631566,0.3207984271885996,0.6092264923550847,-0.03345605269419086,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mini Paleo Egg Bites,0.3912228984360524,-0.7831456706985925,-0.4566992139273449,1053.73,0.44929915633036926,0.02482609397094132,0.5258747496986894,-0.013042240422119517,1,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Egg-Free Paleo Macaroons,-0.8165747699978417,-0.28528508299162403,-0.055848354687650544,1430.5900000000001,0.02770884739862574,0.27706051349443234,0.6952306391069418,-0.08943233211472189,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Paleo Raw Chocolate Bites,-0.4138641781069278,0.5889161499447289,0.24712412760242486,2558.1800000000003,0.07203558780070206,0.40904080244548857,0.5189236097538092,0.029549914392263288,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Mushroom Soup recipes,-0.25661103768934757,-0.21271739711191573,-0.5300875199916616,1164.57,0.20673725065904153,0.3866834969130237,0.4065792524279348,0.09472079823454153,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Paleo Birthday Cake recipes,-0.16729303583743582,0.257331853604831,0.3587628119391031,2522.8500000000004,0.10814753156152761,0.31703827021027803,0.5748141982281942,-0.01318469191588878,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Avocado Tuna Salad,-0.5655488645437157,-0.6877694608655882,-0.7066781314589238,506.33,0.2563545513795351,0.19173266446783718,0.5519127841526277,-0.011974404044792913,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Paleo Honey Cake recipes,0.08462382225361713,0.572024931734033,1.1842174419794875,3754.35,0.09677307656451849,0.2753712360328685,0.627855687402613,-0.04917628883828096,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Pumpkin Bars recipes,-0.38123303777948375,1.39845736922103,-0.01063591613016973,2888.63,0.06785223445024112,0.5706372917265278,0.36151047382323104,0.14015744487871412,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Perfect Paleo Baked Salmon,0.8766807164815428,-0.8120328814601963,0.35630561419141404,2099.95,0.3084835353222696,0.002228624491059311,0.6892878401866712,-0.11334984166289676,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Chocolate Mousse (Paleo! Keto!),-0.7016418798342844,-0.14047247336362192,0.29512139027395357,1965.2000000000003,0.04117647058823529,0.2564828007327498,0.7023407286790149,-0.09575615713413393,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Crab + Avocado Temaki recipes,0.061904530011983795,-0.642636556156118,-0.5057612622895388,986.02,0.36019553355915707,0.13249224153668282,0.5073122249041602,0.008861889211172203,1,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Red Cabbage Slaw with Tangy Carrot Ginger Dressing recipes,-0.8194703660678537,-0.5890042486527309,-0.27363798172450127,964.4,0.04002488593944421,0.1768145997511406,0.7831605143094151,-0.15221484861053503,0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Prosciutto Egg Cups,-0.02540882840684271,-0.7842215444699744,-0.027426767406045747,1374.98,0.23549433446304674,0.018443904638612924,0.7460617608983403,-0.1457926660751429,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Paleo Chicken Adobo recipes,0.44479142573127634,-0.48738797094571157,-0.07886410692433918,1708.06,0.2884441998524642,0.14406988044916455,0.5674859196983713,-0.026084563774106284,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Cranberry Apple Stuffing,-0.39359500561684313,0.7197961942333354,-0.1931238021918859,2179.0299999999997,0.0879106758511815,0.5248757474656155,0.3872135766832031,0.12015942873663973,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Dirty Rice recipes,-0.6298088234820611,-0.38394270782734313,-0.6712944838921997,748.05,0.1426642604104004,0.43178931889579575,0.4255464206938039,0.08785107947329729,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Slow-Cooker Paleo Meatballs,0.694592271309628,-0.2682862774037902,0.22115973806850933,2290.37,0.25428205923060465,0.1785737675572069,0.5671441732121885,-0.022429127171592372,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Delicata Squash Stuffed with Spiced Meat and Tomatoes (serves 2) and a side of Sauteed Chard recipes,0.19499058015292453,-0.3230482523671283,1.9923078746028677,4016.37,0.10032940192263162,0.09169473927949864,0.8079758587978698,-0.175616041350772,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Paleo Pork Chili Verde,0.27250345956555627,-0.4524220733758003,-0.7260080870740787,961.09,0.44824105963021155,0.2830952356178922,0.2686637047518963,0.16711130071065144,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Steak and Egg Salad,-0.2009264978814225,-0.726393329258198,-0.38789767699204797,958.85,0.2719507743651249,0.07129373728946133,0.6567554883454138,-0.08692391927830212,1,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Easy Paleo Beef with Broccoli,0.2145915381653142,-0.6117051852288887,-0.15135144048116997,1453.29,0.28211850353336226,0.10571874849479457,0.6121627479718432,-0.05672577393362646,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Paleo Party Pork Carnitas,2.0679957611322917,-0.12503368474429188,1.776975445313706,4599.719999999999,0.23385771307818742,0.11207638725835486,0.6540658996634577,-0.08123190107223913,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Paleo Pecan Tart Crust recipes,-0.6927323534650164,-0.6837887279114752,-0.038238437495878186,1198.1,0.07021116768216343,0.08349887321592522,0.8462899591019114,-0.19942408813955426,1,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Shepherd's Pie recipes,1.1818319946289721,-0.047732154270503244,1.5016054843893394,4036.34,0.187645242967639,0.1419602907584594,0.6703944662739016,-0.08804065068849504,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Vanilla Birthday Cake recipes,-0.13499600274883922,0.03866050957146235,0.2450764628126839,2246.9300000000003,0.12659050348698,0.2836047406906312,0.5898047558223887,-0.025522379424370106,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Egg-Free Paleo Macaroons recipes,-0.8137905430074456,-0.24972745484745262,-0.055848354687650544,1458.03,0.027873226202478688,0.2899803159057084,0.6821464578918129,-0.08028984314451693,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Paleo Raw Chocolate Bites recipes,-0.4138641781069278,0.5889161499447289,0.24712412760242486,2558.1800000000003,0.07203558780070206,0.40904080244548857,0.5189236097538092,0.029549914392263288,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Perfect Paleo Pie Crust recipes,-0.43725168482625637,-0.2568820154271422,0.35630561419141404,2040.83,0.08618062258982864,0.20456382942234289,0.7092555479878285,-0.1050969458504628,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Practical Paleo: Mint Chip Truffles,-0.8850667539615895,-0.6895446525883683,-0.30042143717431324,836.6500000000001,0.01797645371421741,0.11445646327616088,0.8675670830096216,-0.2090946034781569,0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cindy's Paleo Harvest Chili,1.4168207526184158,-0.06758202535249906,1.2711203356560943,3852.72,0.2184949853609917,0.14489503519591354,0.6366099794430947,-0.06747648414626548,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Instant Pot Paleo Pork Tenderloin,3.1130832042474283,-0.7277919651609945,-0.436468285804704,2094.72,0.6927131072410633,0.03213794683776352,0.2751489459211733,0.13812442713107242,1,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Paleo Pecan-Crusted Chicken | everydaypaleo.com,1.9537310854464294,-0.5192876282671846,-0.1099067051368125,2192.19,0.471966389774609,0.10143281376158089,0.4266007964638101,0.054182803497871995,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Entertain Meatloaf Style,1.2774980340189874,-0.44123298615342865,-0.05945224471759477,2062.79,0.38382966758613335,0.1359324022319286,0.480237930181938,0.02545048211403006,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Semi-Homemade Paleo Spaghetti And Meatballs,0.5045966214849877,1.1548795473801707,0.4045485966377114,3481.88,0.147667352120119,0.42139304054131677,0.43093960733856423,0.08357553965099315,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Easy Paleo Herb Gravy recipes,-0.6645559763222063,-0.6082623891604667,-0.6149427488785278,630.69,0.14942364711665,0.2476652555138023,0.6029110973695476,-0.03698013287034835,1,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Homemade Mayo (Paleo and Whole30 Friendly!),-0.8956468165250953,-0.8123556435916107,-0.038647970453826355,1029.17,0.010921422116851444,0.004314156067510713,0.9847644218156378,-0.2904272374826316,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Paleo and Vegan Pesto stuffed mushrooms,-0.807442505469342,-0.734946525740684,-0.5572805083994218,548.53,0.07824549249813138,0.11302936940550198,0.8087251380963667,-0.1739321459172698,0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Un-Stuffed Cabbage Soup,0.646369459835965,-0.5180503734300954,0.6667315963161465,2576.93,0.2192841869977066,0.0866457373696608,0.6940700756326327,-0.10777747164261349,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Sweet Potato Chili (Paleo-Friendly!),0.17071212079666928,0.21074651930399532,0.48817522665073315,2751.8100000000004,0.1432657051177225,0.27807152383340417,0.5786627710488732,-0.01939051024598354,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paleo Dirty Cauliflower ‘Rice’ Recipe,-0.6298088234820611,-0.38394270782734313,-0.6712944838921997,748.05,0.1426642604104004,0.43178931889579575,0.4255464206938039,0.08785107947329729,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Spicy Paleo Pumpkin Muffins recipes,0.4299793381423683,1.4083554079177436,1.6386352121188055,4999.59,0.09747999335945548,0.33117115603479486,0.5713488506057496,-0.009692194759970296,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
